paper,target_canonical,target_raw,type,confidence,section,evidence,ref,doi_or_url
data_light_se_challenge,Active-learning taxonomy (Settles),Pool-based vs membership-query taxonomy (Settles),methodology,low,5.2 Algorithms,"Optimization strategies can differ between pool-based and membership query inference [99]. Pool-based methods search existing datasets, while membership query methods interpolate","[99] B. Settles, Active learning, Synthesis Lectures on AI and ML, 2012",
data_light_se_challenge,"Pareto metric guidance (Li, Chen & Yao)","Pareto SBSE evaluation guidance (Li, Chen, Yao) + personal communication with T. Chen",sanitycheck,high,5.1 Measuring Successful Optimization,We consulted with those authors on this paper and they offered the opinion [94] that their measures are inappropriate this paper due to our focus on minimal labeling.,"[98] M. Li, T. Chen, X. Yao, How to evaluate solutions in Pareto-based SBSE, IEEE TSE 48(5), 2022; [94] T. Chen personal communication, ICSE'25",
data_light_se_challenge,PriorBand (Mallik et al.),PriorBand (Mallik et al.) considered and rejected,sanitycheck,medium,7.1 Threats to Validity,"PriorBand is specifically tailored for deep learning applications (which are not studied here). Hence, for this study, we chose to remain with DEHB.","[121] N. Mallik et al., PriorBand: practical hyperparameter optimization in the age of deep learning, NeurIPS 2023",
data_light_se_challenge,Prior config-optimization studies (few datasets),Prior studies using pre-labeled configuration datasets,sanitycheck,medium,7.1 Threats to Validity,"we intentionally use pre-labeled datasets to isolate the effect of the distributional structure ... similar to other studies in this domain [15, 124, 128, 129].","[124] Nair et al., Flash, TSE 2018; [128] Van Aken et al., SIGMOD 2017; [129] Chen et al., ICSE 2021 (with [15])",
data_light_se_challenge,Tree models beat DL on tabular data (Grinsztajn; Shwartz-Ziv),Tabular data survey (Somvanshi et al.),sanitycheck,medium,7.1 Threats to Validity,tree-based models like XGBoost and Random Forests continue to outperform neural networks on medium-sized tabular datasets. This performance gap persists even after extensive hyperparameter tuning [74].,"[74] S. Somvanshi et al., A survey on deep tabular learning, arXiv:2410.12034, 2024",
data_light_se_challenge,Hou et al. LLM4SE SLR,LLM4SE systematic review (Hou et al.),sanitycheck,low,1.1 FAQ3; 2 Motivation,"in a recent survey of 229 SE papers on LLMs, only 5% compared to simpler approaches [42].","[42] X. Hou et al., Large language models for software engineering: A systematic literature review, TOSEM 33(8), 2024",https://doi.org/10.1145/3695988
explaining_optimization,SMAC / SMAC3 (Hutter; Lindauer),SMAC (Hutter et al.; SMAC3 package),steppingstone,high,4.2 Optimization Baselines; 5.1.2,"we compare it against two widely used state-of-the-art optimizers, SMAC (Sequential Model-based Algorithm Configuration) [49, 50] and DEHB (Distributed Evolutionary Hyperband) [43], alongside a random baseline","[49] F. Hutter, H. H. Hoos, K. Leyton-Brown, Sequential model-based optimization for general algorithm configuration, LION 2011; [50] Lindauer et al., SMAC3, JMLR 2022",
explaining_optimization,"DEHB (Awad, Mallik, Hutter)","DEHB (Awad, Mallik, Hutter)",steppingstone,high,4.2; 5.1.2,"All methods (EZR, SMAC, DEHB, and Random) were restricted to the same number of objective evaluations to ensure fairness.","[43] N. Awad, N. Mallik, F. Hutter, Dehb: Evolutionary hyperband for scalable, robust and efficient hyperparameter optimization, arXiv:2105.09821 (2021)",arXiv:2105.09821
explaining_optimization,LIME (Ribeiro et al.),LIME (Ribeiro et al.),steppingstone,high,2.2; 5.2.1 Local Explanation (Fig. 7),"For this instance, we generate explanations using three widely adopted techniques: LIME, SHAP, and BreakDown. In contrast, EZR provides local explanations natively.","[33] M. T. Ribeiro, S. Singh, C. Guestrin, ""Why should I trust you?"" explaining the predictions of any classifier, KDD 2016",
explaining_optimization,SHAP (Lundberg & Lee),SHAP (Lundberg & Lee),steppingstone,high,4.3; 5.2.1 (Fig. 8); 5.2.2 Table 10,"EZR was benchmarked against three widely used feature ranking techniques in software engineering domain, ReliefF, SHAP, and ANOVA.","[34] S. M. Lundberg, S.-I. Lee, A unified approach to interpreting model predictions, NeurIPS 2017",
explaining_optimization,Permutation importance (Biecek; Alcaide),BreakDown (Staniak & Biecek),steppingstone,high,5.2.1 Local Explanation (Fig. 9),"For BreakDown, Figure 9, the prediction builds sequentially from the baseline","[35] M. Staniak, P. Biecek, Explanations of model predictions with live and breakdown packages, The R Journal (2018)",
explaining_optimization,ReliefF (Robnik-Sikonja & Kononenko),ReliefF (Robnik-Sikonja & Kononenko),steppingstone,high,4.3; 5.2.2 Table 10,"Using this same k, all other methods are applied to select their respective top-k features. Each resulting feature subset is then used to train the LGBM regression model","[55] M. Robnik-Sikonja, I. Kononenko, An adaptation of relief for attribute estimation in regression, ICML'97",
explaining_optimization,XAI-as-feature-selection protocol and baselines,ANOVA feature filter,steppingstone,high,4.3; 5.2.2 Table 10,"We compare three commonly used methods in the SE domain, ReliefF, SHAP, ANOVA, alongside using all features, and EZR.","[56] L. St, S. Wold, et al., Analysis of variance (anova), Chemometrics and intelligent laboratory systems (1989)",
explaining_optimization,XAI-as-feature-selection protocol and baselines,"Regression baselines: LR, Random Forest, SVR, ANN, LightGBM",steppingstone,high,4.1; 5.1.1 Tables 3-5,"Linear Regression(LR) was chosen to represent classic statistical models, while Random Forest(RF) serves as a representative of tree-based ensemble methods. Light Gradient Boosting Machine (LightGBM or LGBM)","[48] L. Breiman, Random forests, Machine learning (2001) (only RF is cited; LR/SVR/ANN/LGBM uncited)",
explaining_optimization,XAI-as-feature-selection protocol and baselines,LightGBM (downstream learner / explained model),software,medium,5.2.1; 5.2.2 Table 10,Each of the methods is paired with the LightGBM regressor across all datasets,no reference entry; named in text as 'Light Gradient Boosting Machine (LightGBM or LGBM)',
explaining_optimization,Scott-Knott ranking,Scott-Knott test,statmethod,high,5.1.1 (Table 7); 5.1.2,"To provide statistical rigor, we incorporated the Scott-Knott (SK) test, a hierarchical clustering procedure designed for multiple treatment comparisons in software engineering research[57].","[57] A. J. Scott, M. Knott, A cluster analysis method for grouping means in the analysis of variance, Biometrics (1974)",
explaining_optimization,Cohen / Sawilowsky small-effect rule,Cohen's small-effect rule (Cohen),statmethod,high,"5.1.1 (budget derivation, Eq. 5-7)","Cohen's rule [61] stats that results are statistically distinguishable if they differ by more than a 'small effect' ... n(C = 0.95, eps = .35/6) ~ 50","[61] J. Cohen, A power primer. (2016).",
explaining_optimization,Hamlet's probable correctness theory,Hamlet's Probable Correctness Theory (geometric sampling bound),sanitycheck,high,5.1.1 (budget derivation),Following the geometric process framework[60] for near-optimal solution discovery ... the probability of drawing an eps-optimal solution follows a geometric distribution.,"[60] R. G. Hamlet, Probable correctness theory, Information processing letters (1987)",
explaining_optimization,Prior EZR-vs-SMAC results (Ganguly & Menzies),Ganguly & Menzies 'Bingo' (50-label plateau),sanitycheck,high,6.3 Threats (Internal validity),This choice of 50 iterations follows the finding by Ganguly and Menzies [58] that most datasets reach state-of-the-art performance at this point.,"[58] K. K. Ganguly, T. Menzies, Bingo! simple optimizers win big if problems collapse to a few buckets (2025)",
explaining_optimization,MOOT repository,MOOT repository (Menzies & Chen),dataset,high,4.5 Data; Table 2,"This study uses datasets from the MOOT repository (Multi-Objective Optimization Testing) [59] ... In total, we used 60 datasets categorized under five main types in MOOT","[59] T. Menzies, T. Chen, Moot repository of multi-objective optimization tests (2025). URL http://github.com/timm/moot",http://github.com/timm/moot
explaining_optimization,MOOT repository,"COC1000 dataset (MOOT, COCOMO-style process model)",dataset,high,"2.1 case study; 5.2.1 (Figs 5-10, Table 8)",consider the COC1000 dataset from the MOOT repository. This dataset models a COCOMO-style software process,https://github.com/timm/moot/blob/master/optimize/process/coc1000.csv,https://github.com/timm/moot/blob/master/optimize/process/coc1000.csv
explaining_optimization,Permutation importance (Biecek; Alcaide),Permutation importance framework (Biecek & Burzykowski),methodology,high,2.2; 5.2.1 Global Explanation (Fig. 5),"In this study, we employ the permutation importance framework [32], a model-agnostic technique that quantifies each feature's contribution by permuting its values","[32] P. Biecek, T. Burzykowski, Explanatory model analysis: explore, explain, and examine predictive models, Chapman and Hall/CRC, 2021",
explaining_optimization,Permutation importance (Biecek; Alcaide),Alcaide et al. (permutation importance for XAI in SE),methodology,medium,5.2.1 Global Explanation,"Following Alcaide et al. [64], who demonstrated its utility for configuration-error detection, we use this approach to benchmark EZR.","[64] F. J. Alcaide, J. R. Romero, A. Ramirez, Can explainable artificial intelligence support software modelers in model comprehension?, SoSyM (2025)",
explaining_optimization,Breiman random-forest heuristics,"Mean Decrease in Impurity (Breiman, Random Forests)",methodology,high,3.1.3 Parzen Tree (Eq. 2),"summing its impurity reductions across the tree, directly aligning with the Mean Decrease in Impurity (MDI) framework used in tree-based models such as Random Forests [48]","[48] L. Breiman, Random forests, Machine learning (2001)",
explaining_optimization,XAI-as-feature-selection protocol and baselines,XAI-as-feature-selection evaluation protocol (Arreche; Hinterleitner; Marcilio & Eler),methodology,high,4.3 Explainability Performance,we adopt a complementary approach inspired by recent XAI evaluations in other domains [52-54] ... whether its feature-importance rankings can improve downstream predictive performance,"[52] Arreche et al., arxiv:2410.10050; [53] Hinterleitner et al., arxiv:2409.16787; [54] Marcilio & Eler, SIBGRAPI 2020",arxiv:2410.10050; arxiv:2409.16787
explaining_optimization,"XAI / causality frameworks (Pearl, Hoffman, Anchors, BreakDown)",Hoffman et al. explanation triggers (XAI metrics),methodology,high,"5.2.1 (Table 9, walkthrough Q1-Q8)",Table 9: Common explanation triggers and associated user goals in XAI systems [65] ... We evaluate how well the cohort-based explanation addresses each practitioner question,"[65] R. R. Hoffman, S. T. Mueller, G. Klein, J. Litman, Metrics for explainable ai: Challenges and prospects, arxiv:1812.04608 (2018)",arxiv:1812.04608
explaining_optimization,"XAI / causality frameworks (Pearl, Hoffman, Anchors, BreakDown)",Pearl's Ladder of Causation,methodology,medium,3.1; 5.2.1; RQ2 answer,"Within Pearl's Ladder of Causation, EZR spans all three rungs ... whereas attribution methods remain confined to associations.","[47] J. Pearl, D. Mackenzie, The book of why: the new science of cause and effect, Basic books, 2018",
explaining_optimization,Chebyshev distance / MOEA-D (Zhang & Li),Chebyshev distance as alternative multi-objective metric,methodology,high,6.3 Threats (Construct validity),"we repeated all experiments using the Chebyshev distance [21, 67]. While absolute scores differed, the relative rankings and overall conclusions remained stable.","[21] L. Senthilkumar, T. Menzies, Can LLMs improve SE active learning via warm-starts? (2024); [67] Giagkiozis & Fleming, Methods for multi-objective optimization, Inf. Sci. (2015)",
explaining_optimization,TPE (Bergstra et al.),Tree-structured Parzen Estimator (TPE),methodology,low,3.1; 3.1.3 Parzen Tree,"EZR is inspired by TPE, which models good and bad configurations using Parzen estimators ... EZR simplifies this process by using a Naive Bayes classifier","[44] S. Watanabe, Tree-structured parzen estimator: Understanding its algorithm components..., arxiv:2304.11127 (2023); [10] Bergstra & Bengio, JMLR 2012",arxiv:2304.11127
explaining_optimization,Misc method justifications,Hoare quickselect (Algorithm 65: find),methodology,low,3.1; 5.1.1,"EZR uses a greedy elite-search that focuses sampling budget on configurations with the highest likelihood ratios, effectively performing a Hoare-style quickselect [46]","[46] C. A. Hoare, Algorithm 65: find, Communications of the ACM (1961)",
explaining_optimization,PromiseTune config data (Chen & Chen),PROMISETUNE (Chen & Chen),sanitycheck,high,2.1 (justifies avoiding hypervolume/spread/GD/IGD),"Inspired by the PROMISETUNE results [20], rather than modeling the entire solution space or estimating the complete Pareto front, EZR seeks to efficiently identify a small number of high-quality configurations","[20] P. Chen, T. Chen, Promisetune: Unveiling causally promising and explainable configuration tuning, arXiv:2507.05995 (2025)",arXiv:2507.05995
explaining_optimization,DRR effect (Lustosa & Menzies),Lustosa & Menzies DRR (low intrinsic dimensionality of SE data),sanitycheck,high,3.1; 6.1 Why EZR Works,EZR leverages this insight from Lustosa by employing a simpler acquisition strategy that avoids the exploration-exploitation balancing acts,"[25] A. Lustosa, T. Menzies, Less noise, more signal: Drr for better optimizations of se tasks, arxiv:2503.21086 (2025); [45] Menzies & Lustosa, arXiv:2405.12920",arxiv:2503.21086
explaining_optimization,Intrinsic dimensionality (Agrawal et al.),Agrawal et al. (intrinsic dimensionality -> simpler optimizers),sanitycheck,medium,3.1 Proposed Method,Agrawal et al. [42] proposed using intrinsic dimensionality thresholds (I < 5) to select between simple and complex optimizers ... EZR operationalizes this principle,"[42] A. Agrawal, X. Yang, R. Agrawal, R. Yedida, X. Shen, T. Menzies, Simpler hyperparameter optimization for software analytics: Why, how, when?, IEEE TSE 48(8) (2021) 2939-2954",
explaining_optimization,iSNEAK feature-model data (Lustosa & Menzies),Lustosa & Menzies iSNEAK (small-budget reasoning),sanitycheck,low,5.1.1 (budget derivation),Similar theoretical reasoning has been employed by Lustosa et al. [62] in their partial-ordering explanations ... which support the use of small but statistically meaningful sampling budgets,"[62] A. Lustosa, T. Menzies, isneak: Partial ordering as heuristics for model-based reasoning in software engineering, IEEE Access (2024)",
exploiting_sparsity,SMAC / SMAC3 (Hutter; Lindauer),SMAC (Hutter et al.),steppingstone,high,7 Results / Fig. 1,Ganguly and Menzies [13] compared EZR against SMAC and several other state-of-the-art algorithms ... EZR outperforms or matches,"[16] F. Hutter, H. H. Hoos, K. Leyton-Brown. Sequential model-based optimization for general algorithm configuration. LION 2011, pp. 507-523.",
